"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","fc_direction","Significance","chromosome_name","start_position","end_position"
"ENSG00000139618",411.551426193055,0.789435897098977,0.123819984113455,6.37567435298349,1.82159620645285e-10,3.49903168086814e-08,"BRCA2",675,"UP","Less Significant, Upregulated","17",56836387,56914080
"ENSG00000165029",4696.68946311791,1.28798600444742,0.202094246562371,6.37319481556798,1.85130471869955e-10,3.53708101549184e-08,"ABCA1",19,"UP","Less Significant, Upregulated","3",122325248,122341969
"ENSG00000196116",4023.972286695,1.06876270056217,0.16792716567933,6.36444196648359,1.96001009689406e-10,3.70514501279529e-08,"TDRD7",23424,"UP","Less Significant, Upregulated","1",32013868,32060850
"ENSG00000129538",153.40267215858,2.2684414322466,0.357038010532172,6.35350121088072,2.10468530529082e-10,3.95769455723318e-08,"RNASE1",6035,"UP","Less Significant, Upregulated","3",172505508,172523475
"ENSG00000168314",202.954273820679,1.20861525879154,0.190759646978945,6.33580150693475,2.36110599104279e-10,4.37634525014008e-08,"MOBP",4336,"UP","Less Significant, Upregulated","7",33014114,33062797
"ENSG00000212907",13075.3429512457,-1.08816619648682,0.171754024345062,-6.33560815029661,2.36406917061418e-10,4.37634525014008e-08,"MT-ND4L",4539,"DOWN","Less Significant, Downregulated","9",32384603,32454769
"ENSG00000162614",411.124009735482,1.09736106483602,0.174039992902705,6.30522356691593,2.87778195478419e-10,5.29986565363554e-08,"NEXN",91624,"UP","Less Significant, Upregulated","X",23701055,23766475
"ENSG00000118113",1792.2057464695,2.57755006947022,0.409054740608068,6.30123505142279,2.95283194985368e-10,5.41019384124987e-08,"MMP8",4317,"UP","Less Significant, Upregulated","12",54549601,54579239
"ENSG00000149131",7508.2495081882,2.16183062069656,0.343238181136942,6.29833957730374,3.00850865602412e-10,5.48408149298112e-08,"SERPING1",710,"UP","Less Significant, Upregulated","2",151270470,151289894
"ENSG00000100784",4869.35595138906,-0.734671378393232,0.116764671255904,-6.29189780171704,3.13607938177302e-10,5.6876063021313e-08,"RPS6KA5",9252,"DOWN","Less Significant, Downregulated","2",151357592,151380046
"ENSG00000125510",1368.98863988691,0.820545244594577,0.130486517482991,6.28835270051204,3.20852300460333e-10,5.7605080356014e-08,"OPRL1",4987,"UP","Less Significant, Upregulated","2",219550728,219571859
"ENSG00000102900",1891.71791080783,-0.509373527560926,0.0810183126305044,-6.28714066021095,3.23366370133122e-10,5.7766168360581e-08,"NUP93",9688,"DOWN","Less Significant, Downregulated","20",58389122,58451101
"ENSG00000185722",1100.98106477312,0.694164286393728,0.1104379084719,6.28556168799913,3.26670413826835e-10,5.80660723642048e-08,"ANKFY1",51479,"UP","Less Significant, Upregulated","20",57603846,57620576
"ENSG00000229474",3564.49758551655,0.783555101267848,0.124838369604767,6.27655666882347,3.46153258273966e-10,6.0922973456218e-08,"PATL2",197135,"UP","Less Significant, Upregulated","6",34466061,34535229
"ENSG00000205362",559.575668482616,1.64241132163688,0.261910513353666,6.27088733707713,3.58996313597977e-10,6.25669282547732e-08,"MT1A",4489,"UP","Less Significant, Upregulated","6",13574529,13615158
"ENSG00000068079",7973.1128215444,1.45500040670505,0.23267342396549,6.25340179341176,4.01607143400832e-10,6.91597632404646e-08,"IFI35",3430,"UP","Less Significant, Upregulated","6",43629540,43640952
"ENSG00000121060",21625.7875614728,0.896345739411214,0.143465968340858,6.2477934647303,4.16291632504532e-10,7.04894191759333e-08,"TRIM25",7706,"UP","Less Significant, Upregulated","6",21593751,21598619
"ENSG00000143674",334.733645268963,-0.523258100417778,0.0838166466894844,-6.24288993994585,4.29559171297284e-10,7.20530050333773e-08,"MAP3K21",84451,"DOWN","Less Significant, Downregulated","16",67207139,67227048
"ENSG00000178685",19219.4385668103,1.17111965603195,0.187715175136619,6.23881183383073,4.40906967723259e-10,7.36108604804513e-08,"PARP10",84875,"UP","Less Significant, Upregulated","16",56666731,56668065
"ENSG00000140718",1996.71305151952,-0.457908057193174,0.0735990829537318,-6.22165438502867,4.91939758704419e-10,8.13704800879235e-08,"FTO",79068,"DOWN","Less Significant, Downregulated","16",56608584,56609497
"ENSG00000138050",1228.69523132878,-1.03116065331094,0.166033351549606,-6.21056338191698,5.27949763848971e-10,8.65256383614497e-08,"THUMPD2",80745,"DOWN","Less Significant, Downregulated","20",64080082,64100643
"ENSG00000002549",2626.82649176224,1.40361280432139,0.225980142813659,6.21122186597959,5.25741809154514e-10,8.65256383614497e-08,"LAP3",51056,"UP","Less Significant, Upregulated","20",1113240,1189415
"ENSG00000136816",5915.377388616,1.22019158185517,0.196594830728477,6.20663105603432,5.4132480059581e-10,8.79311370476507e-08,"TOR1B",27348,"UP","Less Significant, Upregulated","13",112894378,113099742
"ENSG00000164104",6886.48453460283,1.31540285899007,0.212186122128707,6.19928789778334,5.67191970071438e-10,9.16951796683816e-08,"HMGB2",3148,"UP","Less Significant, Upregulated","17",40092793,40100589
"ENSG00000112685",3275.37291873176,-0.498062284344302,0.0805342825752312,-6.18447533668703,6.23093535438409e-10,1.00278765018664e-07,"EXOC2",55770,"DOWN","Less Significant, Downregulated","1",27666064,27672198
"ENSG00000138623",973.040469536758,-0.692264878104428,0.11211382056063,-6.1746613811101,6.63054239528242e-10,1.05757151204755e-07,"SEMA7A",8482,"DOWN","Less Significant, Downregulated","14",55148112,55191608
"ENSG00000137947",2346.05951082571,0.481755485784731,0.0780352936884146,6.17355895024015,6.67696381160668e-10,1.0602425024937e-07,"GTF2B",2959,"UP","Less Significant, Upregulated","19",16324817,16327874
"ENSG00000072571",66.3377898236821,1.1943261214882,0.193664478310857,6.16698597442921,6.96039286861261e-10,1.10035803721147e-07,"HMMR",3161,"UP","Less Significant, Upregulated","22",38952741,38992778
"ENSG00000102837",1257.64187115335,2.80819195439548,0.455588130940785,6.16388304189705,7.09823798791402e-10,1.1172063737101e-07,"OLFM4",10562,"UP","Less Significant, Upregulated","14",24318349,24335093
"ENSG00000163050",3338.67272320385,-0.575929662658781,0.0937137842269484,-6.1456237992059,7.96498611285738e-10,1.24267696000074e-07,"COQ8A",56997,"DOWN","Less Significant, Downregulated","14",20801228,20802855
"ENSG00000066044",3133.78232680033,-0.388840240455779,0.0633300913027338,-6.13989704510333,8.25749816407965e-10,1.28271258437495e-07,"ELAVL1",1994,"DOWN","Less Significant, Downregulated","17",76470891,76501790
"ENSG00000146083",11078.0404602455,-0.449620405110756,0.0733537398604442,-6.12948168649834,8.81658223455601e-10,1.36363138561133e-07,"RNF44",22838,"DOWN","Less Significant, Downregulated","X",23783173,23786226
"ENSG00000143546",45103.4353188292,1.47473732794206,0.240752484348713,6.12553316710952,9.03804408810009e-10,1.39185878956741e-07,"S100A8",6279,"UP","Less Significant, Upregulated","19",11435288,11450968
"ENSG00000175643",1020.25387676695,1.21053650886517,0.19773913499672,6.12188633719495,9.24739827935307e-10,1.41798732070698e-07,"RMI2",116028,"UP","Less Significant, Upregulated","19",17402939,17405630
"ENSG00000100802",348.076507811205,0.565948024800046,0.0924741344765771,6.12006836293662,9.3535219985107e-10,1.42623671522719e-07,"C14orf93",60686,"UP","Less Significant, Upregulated","6",157700387,157945077
"ENSG00000108700",37.0777770865433,2.58948430458602,0.423776008850271,6.1105023656517,9.9318005444194e-10,1.48470029226367e-07,"CCL8",6355,"UP","Less Significant, Upregulated","19",53992288,54012669
"ENSG00000122643",3665.98373033939,1.06198864273123,0.173929070999033,6.10587198926125,1.02240930042321e-09,1.52202664523002e-07,"NT5C3A",51251,"UP","Less Significant, Upregulated","22",50545899,50551023
"ENSG00000108679",4490.17353676985,1.59637933602162,0.262053195952653,6.09181403118645,1.1163832987638e-09,1.62800581625441e-07,"LGALS3BP",3959,"UP","Less Significant, Upregulated","20",63558086,63574239
"ENSG00000112053",2552.19587522436,1.27438569728821,0.209259562822767,6.08997591363393,1.12927676593724e-09,1.64011383306527e-07,"SLC26A8",116369,"UP","Less Significant, Upregulated","20",61953469,62065810
"ENSG00000188290",440.125018534492,2.16418438860211,0.357037823984142,6.06149893154803,1.34858784240543e-09,1.93503399331169e-07,"HES4",57801,"UP","Less Significant, Upregulated","19",10086122,10093252
"ENSG00000137200",7583.01434873208,0.884139057883704,0.145889307467068,6.06034172917904,1.35832650886e-09,1.93591766135964e-07,"CMTR1",23070,"UP","Less Significant, Upregulated","9",96450169,96491336
"ENSG00000205358",268.413404813518,1.62184673710101,0.267653589027392,6.05949930652725,1.3654591655358e-09,1.93591766135964e-07,"MT1H",4496,"UP","Less Significant, Upregulated","6",151239967,151358559
"ENSG00000154027",1071.9652907546,-0.641401477457695,0.105923330863431,-6.05533712194783,1.40123893419289e-09,1.97879306880805e-07,"AK5",26289,"DOWN","Less Significant, Downregulated","17",43952738,44004469
"ENSG00000125144",726.38218602597,1.51628015519811,0.250689187231524,6.04844657219998,1.46249104851074e-09,2.0410890695778e-07,"MT1G",4495,"UP","Less Significant, Upregulated","18",79395856,79529325
"ENSG00000129667",11266.341063225,0.622621043741966,0.103200988793922,6.03309184357967,1.60851932457194e-09,2.22748753598086e-07,"RHBDF2",79651,"UP","Less Significant, Upregulated","11",5663195,5938619
"ENSG00000163840",13449.6826706939,0.955894560784774,0.15850274082454,6.03077622388206,1.63174005971972e-09,2.2509192607593e-07,"DTX3L",151636,"UP","Less Significant, Upregulated","17",4269259,4366628
"ENSG00000087502",881.646005068426,0.684904273961461,0.113586471212051,6.02980501685661,1.64157614472141e-09,2.25351244887712e-07,"ERGIC2",51290,"UP","Less Significant, Upregulated","17",6755447,6775647
"ENSG00000002016",1597.91295302064,-0.632291785790747,0.104961911019877,-6.02401175480702,1.7014600072376e-09,2.32021996712157e-07,"RAD52",5893,"DOWN","Less Significant, Downregulated","16",69355567,69408571
"ENSG00000003393",1093.70981556634,-0.385914243521331,0.064072824479734,-6.02305652443017,1.71153635956509e-09,2.32508635188371e-07,"ALS2",57679,"DOWN","Less Significant, Downregulated","13",28659104,28678959
"ENSG00000125122",506.108127879699,0.412852803877995,0.0685771888894375,6.02026432643091,1.74132472507037e-09,2.35659279459524e-07,"LRRC29",26231,"UP","Less Significant, Upregulated","17",17042545,17217679
"ENSG00000120265",1424.65863314875,0.454707940427856,0.0755432013518222,6.01917753405996,1.75305516020937e-09,2.36174353175595e-07,"PCMT1",5110,"UP","Less Significant, Upregulated","13",42886388,42992271
"ENSG00000102048",265.916044869934,0.665077093613025,0.110545188639339,6.01633686458198,1.78408114973321e-09,2.38732776470667e-07,"ASB9",140462,"UP","Less Significant, Upregulated","1",24631716,24673281
"ENSG00000153558",222.150945034813,0.239465712818666,0.0398343371925697,6.01154003544795,1.83769114140351e-09,2.4498891455248e-07,"FBXL2",25827,"UP","Less Significant, Upregulated","14",70641916,70675366
"ENSG00000145555",778.453014391758,0.514089870138178,0.0856078091714705,6.00517493805347,1.91125717547755e-09,2.50129657016344e-07,"MYO10",4651,"UP","Less Significant, Upregulated","18",48539031,48863217
"ENSG00000166428",825.345533320575,-1.13192627416545,0.188571694551082,-6.00263086599574,1.94145666064727e-09,2.52234049351293e-07,"PLD4",122618,"DOWN","Less Significant, Downregulated","2",6865806,6898239
"ENSG00000168038",1995.77621049003,0.214750368487577,0.0357828337948887,6.00149137764075,1.95513326791125e-09,2.53090584767874e-07,"ULK4",54986,"UP","Less Significant, Upregulated","2",6840570,6866635
"ENSG00000175130",2952.85308288853,-0.783352070454887,0.1306288617024,-5.99677636508484,2.0127293687088e-09,2.58671924047582e-07,"MARCKSL1",65108,"DOWN","Less Significant, Downregulated","18",24460637,24479961
"ENSG00000103544",3088.22707899804,-0.377162285813542,0.0630792092937709,-5.97918537718238,2.24256240435025e-09,2.86150962795092e-07,"VPS35L",57020,"DOWN","Less Significant, Downregulated","11",57528464,57530803
"ENSG00000113384",3286.99483009385,-0.326937006056611,0.054702698453659,-5.97661569353061,2.27820778040628e-09,2.89664795652511e-07,"GOLPH3",64083,"DOWN","Less Significant, Downregulated","12",121019111,121039242
"ENSG00000141977",293.49302133708,1.09897196462835,0.184333510248603,5.9618675038858,2.49371319453592e-09,3.14824682029609e-07,"CIB3",117286,"UP","Less Significant, Upregulated","7",77793728,77798434
"ENSG00000162779",330.904957322783,0.407839833758916,0.0684299537247031,5.95996068329484,2.52298628100417e-09,3.17398781153933e-07,"AXDND1",126859,"UP","Less Significant, Upregulated","16",82147798,82170224
"ENSG00000182324",260.679876435735,-0.726033859337646,0.122332133289588,-5.93493990347536,2.93953151822029e-09,3.65935826073081e-07,"KCNJ14",3770,"DOWN","Less Significant, Downregulated","2",230167293,230225729
"ENSG00000145016",2447.64208828983,0.686578244284638,0.115711775938805,5.93352092917266,2.96506182700996e-09,3.67832392206291e-07,"RUBCN",9711,"UP","Less Significant, Upregulated","2",108894471,108989372
"ENSG00000006042",101.176436523002,-0.692669529618424,0.116886029902954,-5.92602495091603,3.10355451759121e-09,3.83680954340826e-07,"TMEM98",26022,"DOWN","Less Significant, Downregulated","13",49495610,49528981
"ENSG00000131196",2623.245866752,-0.36519168307888,0.0616504122165584,-5.92358866630246,3.14990766700564e-09,3.88068624575095e-07,"NFATC1",4772,"DOWN","Less Significant, Downregulated","7",29920104,29990289
"ENSG00000179023",62.0415519303221,-0.49762829465894,0.0840321913011629,-5.92187692542123,3.1828779839805e-09,3.90783039902596e-07,"KLHDC7A",127707,"DOWN","Less Significant, Downregulated","7",23310209,23470491
"ENSG00000159216",5579.4505229671,-0.22205500822687,0.037622355120541,-5.9022091390986,3.58666086865238e-09,4.35864692228613e-07,"RUNX1",861,"DOWN","Less Significant, Downregulated","17",61681266,61863521
"ENSG00000102057",529.152114920724,0.79241580104507,0.134444374577568,5.89400488889838,3.76946009100392e-09,4.56526339428434e-07,"KCND1",3750,"UP","Less Significant, Upregulated","17",49788681,49835026
"ENSG00000149257",346.369470067874,-0.662065828716548,0.112426367224848,-5.88888394296724,3.88812360069264e-09,4.69307027045766e-07,"SERPINH1",871,"DOWN","Less Significant, Downregulated","3",187368385,187372076
"ENSG00000022267",767.184399017745,-0.564112011895396,0.095883389828778,-5.88331318805842,4.02133940535221e-09,4.83752236614222e-07,"FHL1",2273,"DOWN","Less Significant, Downregulated","3",179588285,179604649
"ENSG00000123609",7594.55140747946,0.753555529980963,0.128378765701702,5.86978326097875,4.36365215150812e-09,5.19681880230274e-07,"NMI",9111,"UP","Less Significant, Upregulated","2",113107214,113134016
"ENSG00000165527",6884.65798516117,-0.313177643915425,0.0533872054294788,-5.86615540926024,4.46015778835485e-09,5.29410357017747e-07,"ARF6",382,"DOWN","Less Significant, Downregulated","2",127941217,128028120
"ENSG00000116273",738.751898749036,-0.401778338164298,0.0685916990326081,-5.85753588015505,4.6978534282382e-09,5.48703635421022e-07,"PHF13",148479,"DOWN","Less Significant, Downregulated","2",128236716,128318868
"ENSG00000130340",1512.45010306788,-0.362590075595774,0.0619020797815646,-5.85747808272767,4.6994881448397e-09,5.48703635421022e-07,"SNX9",51429,"DOWN","Less Significant, Downregulated","9",110243810,110256507
"ENSG00000102524",11594.3270825728,1.03968133924389,0.177484619886955,5.85786723326278,4.68849225909211e-09,5.48703635421022e-07,"TNFSF13B",10673,"UP","Less Significant, Upregulated","9",129803157,129811281
"ENSG00000260660",172.105497912579,0.823048499601921,0.14054766336819,5.85600983949337,4.7412014092634e-09,5.51770827199227e-07,"",105376731,"UP","Less Significant, Upregulated","6",37433219,37482827
"ENSG00000198824",898.062318010817,-0.525486649725807,0.0898249849958692,-5.85011675482019,4.91228071121929e-09,5.67980470066158e-07,"CHAMP1",283489,"DOWN","Less Significant, Downregulated","6",17600302,17611715
"ENSG00000142512",5229.69981168915,-0.992467021579472,0.169791600318347,-5.84520682836292,5.05939247221953e-09,5.79309166038236e-07,"SIGLEC10",89790,"DOWN","Less Significant, Downregulated","11",82973133,83071923
"ENSG00000130956",1359.3254448471,-0.738518118639862,0.126371434944012,-5.84402732284443,5.09536650349868e-09,5.79768326232487e-07,"HABP4",22927,"DOWN","Less Significant, Downregulated","4",168216294,168318804
"ENSG00000160710",74319.6211735903,0.860514298735281,0.147377563919726,5.8388419230758,5.25649131721412e-09,5.88770614222427e-07,"ADAR",103,"UP","Less Significant, Upregulated","11",105025443,105035250
"ENSG00000144152",356.534995999279,-0.445878823724505,0.0763633368504344,-5.83891225965944,5.25427295668045e-09,5.88770614222427e-07,"FBLN7",129804,"DOWN","Less Significant, Downregulated","1",88852633,88891944
"ENSG00000168556",245.384046325747,-0.385405652237545,0.066043898771782,-5.83559813101486,5.35979398453134e-09,5.96379045655986e-07,"ING2",3622,"DOWN","Less Significant, Downregulated","1",78619922,78646145
"ENSG00000008256",974.517222312618,-0.485635322185545,0.0832120056094386,-5.83612086535816,5.34301436666471e-09,5.96379045655986e-07,"CYTH3",9265,"DOWN","Less Significant, Downregulated","1",78649796,78664078
"ENSG00000143891",2741.81990170224,1.07376020429746,0.184709712908185,5.81323086583543,6.12784570767198e-09,6.69528047228455e-07,"GALM",130589,"UP","Less Significant, Upregulated","2",55634061,55693863
